mlId,movieLabel,year,cast member,country of origin,director,producer,distributed by,film editor,screenwriter,composer
84296,Princess O'Rourke,1943.0,"Olivia de Havilland, Jane Wyman, Charles Coburn, Robert Cummings, Ruth Ford, Gladys Cooper, Frank Puglia, Harry Davenport, Jack Carson, Curt Bois, Minor Watson, Vera Lewis, Ray Walker",United States of America,Norman Krasna,Hal B. Wallis,"Warner Bros., Netflix",Warren Low,Norman Krasna,Friedrich Hollaender
84298,Trial,1955.0,"Dorothy McGuire, Robert Middleton, Glenn Ford, Elisha Cook Jr., Katy Jurado, Whit Bissell, John Hodiak, John Hoyt, Frank Ferguson, Arthur Kennedy, Barry Kelley, Richard Gaines, Grandon Rhodes, Juano Hernández, Paul Guilfoyle",United States of America,Mark Robson,Charles Schnee,Metro-Goldwyn-Mayer,Albert Akst,Don Mankiewicz,Daniele Amfitheatrof
84300,The Whisperers,1967.0,"Margaret Tyzack, Harry Baird, Edith Evans, Kenneth Griffith, Ronald Fraser, Leonard Rossiter, Nanette Newman, Eric Portman, Clare Kelly, Avis Bunnage, Gerald Sim, Robert Russell, Robert Russell",United Kingdom,Bryan Forbes,Michael Laughlin,"Netflix, Ilya Lopert",Anthony Harvey,Bryan Forbes,John Barry
84334,"Rich, Young and Pretty",1951.0,"Danielle Darrieux, Una Merkel, Bess Flowers, Franklyn Farnum, Fernando Lamas, Jane Powell, Wendell Corey, Vic Damone, Don Haggerty, Frank Sully, Richard Anderson, Ann Codee, Harold Miller, Jack Chefe, Hans Conried, Jean Murat, Jean Del Val, Marcel Dalio",United States of America,Norman Taurog,Joe Pasternak,Loews Cineplex Entertainment,Gene Ruggiero,Sidney Sheldon,Sammy Cahn
84372,The Rains of Ranchipur,1955.0,"Richard Burton, Lana Turner, Argentina Brunetti, Fred MacMurray, Madge Kennedy, Michael Rennie, Joan Caulfield",United States of America,Jean Negulesco,Frank Ross,20th Century Studios,Dorothy Spencer,Merle Miller,Hugo Friedhofer
84374,No Strings Attached,2011.0,"Natalie Portman, Kevin Kline, Ashton Kutcher, Lake Bell, Ludacris, Greta Gerwig, Jake Johnson, Ophelia Lovibond, Ivan Reitman, Kherington Payne, Stefanie Scott, Cary Elwes, Olivia Thirlby, Talia Balsam, Mindy Kaling, Phil LaMarr, Adhir Kalyan, Jennifer Irwin, Brian H. Dierker, Matthew Moy, Abby Elliott, Nasim Pedrad",United States of America,Ivan Reitman,Ivan Reitman,"Netflix, UIP-Dunafilm",Dana E. Glauberman,Elizabeth Meriwether,John Debney
84392,The Lincoln Lawyer,2011.0,"Matthew McConaughey, Bryan Cranston, Josh Lucas, Michaela Conlin, Marisa Tomei, William H. Macy, John Leguizamo, Frances Fisher, Michael Peña, Bob Gunton, Ryan Phillippe, Katherine Moennig, Margarita Levieva, Mackenzie Aladjem, Michael Paré, Pell James, Javier Grajeda, Jeff Cole, David Castro, Shea Whigham, Trace Adkins, Eric Etebari, Laurence Mason, Conor O'Farrell",United States of America,Brad Furman,"Scott Steindorff, Sidney Kimmel, Richard S. Wright, Gary Lucchesi, Tom Rosenberg","Lionsgate, Netflix",Jeff McEvoy,John Romano,Cliff Martinez
84395,The Rite,2011.0,"Maria Grazia Cucinotta, Ines Ramon, Anthony Hopkins, Ciarán Hinds, Toby Jones, Rutger Hauer, Alice Braga, Marija Karan, Marta Gastini, Chris Marquette, Colin O'Donoghue, Cecilia Dazzi","Hungary, United States of America, Italy",Mikael Håfström,Tripp Vinson,"Warner Bros., Netflix",Peter Boyle,Michael Petroni,Alex Heffes
8446,Sands of Iwo Jima,1949.0,"William P. Murphy, John Wayne, Adele Mara, John Agar, James Brown, Richard Jaeckel, Richard Webb, Arthur Franz, Forrest Tucker, Julie Bishop, Wally Cassell, Don Haggerty",United States of America,Allan Dwan,Edmund Grainger,"Republic Pictures, Netflix",Richard L. Van Enger,"James Edward Grant, Harry Brown",Victor Young
84498,Lucky Lady,1975.0,"Liza Minnelli, Gene Hackman, Burt Reynolds, Robby Benson, Basil Hoffman, Geoffrey Lewis, John Hillerman, Emilio Fernández, Val Avery, Joe Estevez, John McLiam, Michael Hordern, Anthony Holland, Ron Masak, William Bassett",United States of America,Stanley Donen,Michael Gruskoff,"Netflix, 20th Century Studios","Peter Boita, George Hively","Gloria Katz, Willard Huyck",Ralph Burns
8450,Anthony Adverse,1936.0,"Olivia de Havilland, Gale Sondergaard, Clara Blandick, Scotty Beckett, Fredric March, Edmund Gwenn, Addison Richards, George E. Stone, J. Carrol Naish, Akim Tamiroff, Anita Louise, Claude Rains, Fritz Leiber, Luis Alberni, Mathilde Comont, Pedro de Cordoba, Rafaela Ottiano, Donald Woods, Louis Hayward, Ralph Morgan, Steffi Duna, Billy and Bobby Mauch, Joan Woodbury, Henry O'Neill, Leonard Mudie, Jean De Briac, Joseph Crehan",United States of America,"Michael Curtiz, Mervyn LeRoy","Jack Warner, Hal B. Wallis","Warner Bros., Netflix",Ralph Dawson,Sheridan Gibney,Erich Wolfgang Korngold
8451,Blackboard Jungle,1955.0,"Sidney Poitier, Paul Mazursky, Basil Ruysdael, Vic Morrow, James Drury, Richard Kiley, Louis Calhern, Glenn Ford, Anne Francis, Jamie Farr, Rafael Campos, Valentin de Vargas, Warner Anderson, Martha Wentworth, Richard Deacon, John Hoyt, Emile Meyer, John Erman, Robert Foulk, Horace McMahon, Margaret Hayes",United States of America,Richard Brooks,Pandro S. Berman,"Metro-Goldwyn-Mayer, Netflix",Ferris Webster,"Ed McBain, Richard Brooks",Max C. Freedman
84510,"Belphegor, Phantom of the Louvre",2001.0,"Julie Christie, Patachou, Juliette Gréco, Sophie Marceau, Michel Serrault, François Levantal, Christian Hecq, Frédéric Diefenthal, Lionel Abelanski, Philippe Maymat, Pierre Aussedat, Rémy Roubakha, Stéphane Foenkinos, Féodor Atkine, Jean-François Balmer, Vincent Martin, Christina Crevillén, Laurence Colussi, Laurent Bateau, Olivier Claverie, Patrice Abbou, Daniel Delabesse, Françoise Lépine, Jacques Martial, Jean-Claude Bolle-Reddat",France,Jean-Paul Salomé,Alain Sarde,"Netflix, 01 Distribution",Sylvie Landra,"Jean-Paul Salomé, Danièle Thompson, Jérôme Tonnerre",Bruno Coulais
84523,Kill!,1968.0,"Atsuo Nakamura, Hideyo Amamoto, Akira Kubo, Yoshio Tsuchiya, Tatsuya Nakadai, Shigeru Kōyama, Eijirō Tōno, Shin Kishida, Yuriko Hoshi",Japan,Kihachi Okamoto,Tomoyuki Tanaka,Toho,Yoshitami Kuroiwa,Shūgorō Yamamoto,Masaru Sato
8456,Investigation of a Citizen Above Suspicion,1970.0,"Florinda Bolkan, Gian Maria Volonté, Gianfranco Barra, Salvo Randone, Arturo Dominici, Aldo Rendine, Ettore Geri, Filippo De Gara, Fulvio Grimaldi, Gianni Santuccio, Vittorio Duse, Aristide Caporale, Aleka Paizi, Vincenzo Falanga, Massimo Foschi, Orazio Orlando, Sergio Tramonti",Italy,Elio Petri,Marina Cicogna,"Netflix, Euro International Film, Vudu",Ruggero Mastroianni,"Ugo Pirro, Elio Petri",Ennio Morricone
84570,Country Strong,2010.0,"Gwyneth Paltrow, Leighton Meester, Tim McGraw, Garrett Hedlund, Marshall Chapman",United States of America,Shana Feste,Tobey Maguire,"Netflix, Screen Gems",Carol Littleton,Shana Feste,Michael Brook
8458,To Each His Own,1946.0,"Olivia de Havilland, Roland Culver, John Lund, Mary Anderson, Bill Ward, Frank Faylen, Victoria Horne, Alma Macrorie, Griff Barnett, Willard Robertson, Bill Ward, Doris Lloyd, Gigi Perreau, Mary MacLaren",United States of America,Mitchell Leisen,Charles Brackett,"Paramount Pictures, Netflix",Alma Macrorie,Charles Brackett,Victor Young
8459,The Heiress,1949.0,"Vanessa Brown, Olivia de Havilland, Montgomery Clift, Mona Freeman, Miriam Hopkins, Selena Royle, Russ Conway, V V Brown, Ralph Richardson, Russ Conway, Harry Antrim, Ray Collins, Louise Lorimer",United States of America,William Wyler,William Wyler,"Paramount Pictures, Netflix",William Hornbeck,Henry James,Aaron Copland
8460,State Fair,1945.0,"Jeanne Crain, Frank McHugh, Dana Andrews, Fay Bainter, Harry Morgan, Donald Meek, Charles Winninger, Philip Brown, Vivian Blaine, Dick Haymes",United States of America,Walter Lang,William Perlberg,"20th Century Studios, Netflix","J. Watson Webb, Jr.","Oscar Hammerstein II, Sonya Levien, Paul Green",Cyril J. Mockridge
84601,Unknown,2011.0,"Liam Neeson, Rainer Bock, Adnan Maral, Stipe Erceg, Eva Löbau, Torsten Michaelis, Bruno Ganz, January Jones, Sebastian Koch, Frank Langella, Petra Schmidt-Schaller, Diane Kruger, Hamada Riad, Annabelle Mandeng, Kida Ramadan, Aidan Quinn, Karl Markovics, Sanny van Heteren, Vladimir Pavic, Heike Hanold-Lynch, Michael Baral, Matthias Weidenhöfer, Olivier Schneider, Karla Trippel, Rainer Sellien, Peter Becker, Fritz Roth, Sebastian Stielke, Janina Flieger","France, Japan, United States of America, Germany, United Kingdom",Jaume Collet-Serra,"Joel Silver, Leonard Goldberg",Warner Bros.,Tim Alverson,"Anthony Peckham, Karl Gajdusek, Stephen Cornwell, Oliver Butcher",John Ottman
8461,Dragon Seed,1944.0,"Turhan Bey, Walter Huston, Katharine Hepburn, Frank Puglia, Lionel Barrymore, Hurd Hatfield, Agnes Moorehead, Aline MacMahon, Akim Tamiroff, Henry Travers, J. Carrol Naish, Jacqueline deWit, Jay Novello, Leonard Strong, Robert Bice",United States of America,"Jack Conway, Andrew Marton, Harold S. Bucquet",Pandro S. Berman,"Metro-Goldwyn-Mayer, Netflix",Harold F. Kress,"Jane Murfin, Marguerite Roberts",Herbert Stothart
8463,Johnny Belinda,1948.0,"Jane Wyman, Jan Sterling, Barbara Bates, Agnes Moorehead, Lew Ayres, Alan Napier, Charles Bickford, Rosalind Ivan, Stephen McNally, Dan Seymour, Mabel Paige, Frederick Worlock",United States of America,Jean Negulesco,Jerry Wald,"Warner Bros., Netflix",David Weisbart,Irma von Cube,Max Steiner
84639,Saps at Sea,1940.0,"Ben Turpin, Oliver Hardy, Mary Gordon, Stan Laurel, Gene Morgan, Charlie Hall, Sam Lufkin, Richard Cramer, Jimmy Finlayson, Harry Bernard, Harry Hayden, Jack Hill",United States of America,Gordon Douglas,"Hal Roach, United Artists Corporation","iTunes, United Artists Corporation",William H. Ziegler,"Stan Laurel, Felix Adler, Harry Langdon, Gilbert Pratt, Charley Rogers",Marvin Hatley
84643,Allegheny Uprising,1939.0,"John Wayne, George Sanders, Claire Trevor, Brian Donlevy, Chill Wills, Robert Barrat, Charles Middleton, Eddie Quillan, Ian Wolfe, Moroni Olsen, Douglas Spencer, Bud Osborne, Eddy Waller, Ethan Laidlaw, John F. Hamilton, Noble Johnson, Wilfrid Lawson, Wilfrid Lawson",United States of America,William A. Seiter,P. J. Wolfson,"Netflix, Vudu",George Crone,P. J. Wolfson,Anthony Collins
84646,All the Brothers Were Valiant,1953.0,"Ann Blyth, James Whitmore, Kurt Kasznar, Stewart Granger, Frank de Kova, Robert Taylor, Leo Gordon, Lewis Stone, James Bell, Michael Pate, Mitchell Lewis, Robert Burton, Clancy Cooper, Keenan Wynn, Betta St. John, John Lupton, James Bell, Peter Whitney",United States of America,Richard Thorpe,Pandro S. Berman,"Metro-Goldwyn-Mayer, Loews Cineplex Entertainment",Ferris Webster,Harry Brown,Miklós Rózsa
8465,Johnny Eager,1942.0,"Robert Taylor, Lana Turner, Robert Sterling, Glenda Farrell, Barry Nelson, Van Heflin, Henry O'Neill, Connie Gilchrist, Edward Arnold, Patricia Dane, Paul Stewart, Diana Lewis, Charles Dingle, Don Costello",United States of America,Mervyn LeRoy,John W. Considine Jr.,"Metro-Goldwyn-Mayer, Netflix",Albert Akst,James Edward Grant,Bronisław Kaper
84665,Pepe,1960.0,"Judy Garland, Frank Sinatra, Edward G. Robinson, Tony Curtis, Bing Crosby, Jack Lemmon, Maurice Chevalier, Greer Garson, Joey Bishop, Janet Leigh, Zsa Zsa Gabor, Kim Novak, Dean Martin, Hedda Hopper, Cantinflas, Billie Burke, Sammy Davis Jr., Donna Reed, Shirley Jones, Charles Coburn, Ann B. Davis, Bobby Darin, Dan Dailey, Franklyn Farnum, Ernie Kovacs, Debbie Reynolds, William Demarest, Michael Callan, Carlos Rivas, Carlos Montalbán, James Bacon, Snub Pollard, Peter Lawford, Richard Conte, Lela Bliss, Matt Mattox, Ray Walker, Robert B. Williams, Stephen Bekassy",United States of America,George Sidney,George Sidney,Columbia Pictures,Viola Lawrence,"Sonya Levien, Dorothy Kingsley, Claude Binyon",Johnny Green
84667,When Ladies Meet,1941.0,"Joan Crawford, Robert Taylor, Greer Garson, Spring Byington, Herbert Marshall, Mona Barrie",United States of America,Robert Z. Leonard,Orville O. Dull,Metro-Goldwyn-Mayer,Robert J. Kern,Anita Loos,Bronisław Kaper
84669,Lloyd's of London,1936.0,"George Sanders, Lester Matthews, Billy Bevan, Madeleine Carroll, Tyrone Power, C. Aubrey Smith, Una O'Connor, Virginia Field, Freddie Bartholomew, E. E. Clive, Gavin Muir, Georges Renavent, Jean De Briac, Vernon Steele, Charles Pearce Coleman, Guy Standing, Lumsden Hare, Robert Greig, Montagu Love, J. M. Kerrigan, Douglas Scott, John Burton, Leonard Mudie, Miles Mander, Robert L. Simpson, Holmes Herbert, Arthur Hohl, Forrester Harvey",United States of America,Henry King,"Darryl F. Zanuck, Kenneth Macgowan",20th Century Studios,Barbara McLean,"Ernest Pascal, Walter Ferris",Reginald Hazeltine Bassett
84680,My Foolish Heart,1949.0,"Susan Hayward, Kent Smith, Dana Andrews, Jessie Royce Landis, Jerry Paris, Gigi Perreau, Marietta Canty, Robert Keith",United States of America,Mark Robson,Samuel Goldwyn,"RKO Pictures, Netflix",Daniel Mandell,"Philip G. Epstein, Julius J. Epstein",Victor Young
84686,Trader Horn,1931.0,"Olive Carey, C. Aubrey Smith, Marjorie Rambeau, Edwina Booth, Duncan Renaldo, Harry Carey",United States of America,W. S. Van Dyke,Irving Thalberg,Metro-Goldwyn-Mayer,Ben Lewis,"Dale Van Every, Richard Schayer",William Axt
8469,None but the Lonely Heart,1944.0,"Cary Grant, Jane Wyatt, Ethel Barrymore, Barry Fitzgerald, June Duprez, Rosalind Ivan, George Coulouris, Dan Duryea, Roman Bohnen, Skelton Knaggs, Konstantin Shayne",United States of America,Clifford Odets,David Hempstead,"RKO Pictures, Netflix",Roland Gross,Clifford Odets,Hanns Eisler
84691,Rage in Heaven,1941.0,"Ingrid Bergman, Oskar Homolka, Lucile Watson, George Sanders, Philip Merivale, Aubrey Mather, Leonard Carey, Leonard Mudie, Gilbert Emery, Lawrence Grant, Lillian Kemble-Cooper, Francis Compton, Frederick Worlock, Jean Del Val, Edward Fielding, Robert Montgomery, Matthew Boulton",United States of America,W. S. Van Dyke,Gottfried Reinhardt,Metro-Goldwyn-Mayer,Harold F. Kress,"Christopher Isherwood, Robert Thoeren",Bronisław Kaper
84696,Burke & Hare,2010.0,"Stephen Merchant, Tim Curry, Tom Wilkinson, Christopher Lee, Hugh Bonneville, Isla Fisher, Jenny Agutter, Simon Pegg, Jessica Hynes, Andy Serkis, Costa-Gavras, Ray Harryhausen, John Woodvine, Michael Winner, Romain Gavras, Georgia King, Robert Paynter, David Schofield, Ronnie Corbett, David Hayman, Allan Corduner, Pollyanna McIntosh, Emmanuel Hamon, Bill Bailey, Patricia Gibson-Howell, Robert Fyfe, Christian Brassington, Duncan Duff, Paul Whitehouse, Steve Speirs, Ella Smith, Reece Shearsmith, Shelley Longworth, Simon Farnaby, Tom Meeten, Max Landis, Michèle Ray-Gavras, Tom Urie, Nick Moorcroft, Nick Shaw, Michael Smiley, Stuart McQuarrie",United Kingdom,John Landis,"Paul Brett, Barnaby Thompson","Netflix, Entertainment Film Distributors",Mark Everson,Nick Moorcroft,"Ben Foster, Joby Talbot"
84732,Vanishing on 7th Street,2010.0,"Hayden Christensen, John Leguizamo, Thandiwe Newton, Jacob Latimore",United States of America,Brad Anderson,Tove Christensen,"Netflix, Magnolia Pictures",Jeffrey John Wolf,Anthony Jaswinski,Lucas Vidal
8477,La Jetée,1962.0,"Jacques Ledoux, Jean Négroni, Ligia Branice, Hélène Châtelain",France,Chris Marker,Anatole Dauman,Netflix,Jean Ravel,Chris Marker,Trevor Duncan
84772,Paul,2011.0,"Bill Hader, Blythe Danner, Steven Spielberg, Sigourney Weaver, David Koechner, Seth Rogen, Jane Lynch, Simon Pegg, Kristen Wiig, Jeffrey Tambor, Jason Bateman, Joe Lo Truglio, Nick Frost, Jesse Plemons, John Carroll Lynch, J. Todd Anderson","United States of America, United Kingdom",Greg Mottola,"Tim Bevan, Nira Park, Eric Fellner","Universal Pictures, Netflix",Chris Dickens,"Simon Pegg, Nick Frost",David Arnold
84775,Submarino,2010.0,"Jakob Cedergren, Dar Salim, Henrik Strube, Elias Ehlers, Morten Rose, Henrik Petersen, Jens Bo Jørgensen, Patricia Schumann, Peter Plaugborg, Sune Kofoed, Christian Kirk Østergaard, Sebastian Bull Sarning, Lisbeth Nielsen, Daniel Zefier, Gustav Fischer Kjærulff, Bent Kaiser, Helene Reingaard Neumann","Sweden, Denmark",Thomas Vinterberg,Morten Kaufmann,Sandrew Metronome,Valdís Óskarsdóttir,"Thomas Vinterberg, Tobias Lindholm",Kristian Eidnes Andersen
84777,All the Colors of the Dark,1972.0,"Marina Malfatti, Nieves Navarro, Edwige Fenech, Luciano Pigozzi, Dominique Boschero, Ivan Rassimov, George Rigaud, George Hilton, Carla Mancini, Gianni Pulone, Lisa Leonardi, Maria Cumani Quasimodo, Vera Drudi, Sergio Martino, Tom Felleghy, Renato Chiantoni","Italy, Spain",Sergio Martino,"Mino Loy, Luciano Martino",Netflix,Eugenio Alabiso,"Ernesto Gastaldi, Sauro Scavolini",Bruno Nicolai
84781,The Notorious Landlady,1962.0,"Jack Lemmon, Fred Astaire, Lionel Jeffries, Kim Novak, Estelle Winwood, Maxwell Reed, Philippa Bevans, Doris Lloyd, Frederick Worlock, Henry Daniell",United States of America,Richard Quine,Richard Quine,Netflix,Charles Nelson,"Blake Edwards, Margery Sharp, Larry Gelbart",George Duning
8480,The King of Kings,1927.0,"Joseph Schildkraut, May Robson, Ernest Torrence, Sam De Grasse, Victor Varconi, Lionel Belmore, Rudolph Schildkraut, George Siegmann, Jacqueline Logan, Charles Belcher, Montagu Love, Bryant Washburn, Noble Johnson, Julia Faye, Edythe Chapman, James Neill, William Boyd, Sidney D'Albrook, Otto Lederer, Robert Edeson, Dorothy Cumming, Dot Farley, Hedwiga Reicher, André Cheron, Casson Ferguson, Theodore Kosloff, Clarence Burton, H. B. Warner",United States of America,"Cecil B. DeMille, Frank Urson, Arthur Rosson",Cecil B. DeMille,Pathé,Anne Bauchens,Jeanie MacPherson,William Axt
8481,Northwest Passage,1940.0,"Spencer Tracy, Walter Brennan, Ruth Hussey, Lester Matthews, Regis Toomey, Addison Richards, Robert Young, Robert Barrat, Isabel Jewell, Montagu Love, Donald MacBride, Douglas N. Walton, Nat Pendleton, Truman Bradley, Tom London, Louis Hector, Lumsden Hare",United States of America,"King Vidor, Jack Conway, W. S. Van Dyke",Hunt Stromberg,Loews Cineplex Entertainment,Conrad A. Nervig,"Bruno Frank, King Vidor, Jane Murfin, Kenneth Roberts, Frances Marion, Conrad Richter, Laurence Stallings, Sidney Howard, Noel Langley, Robert E. Sherwood, Talbot Jennings",Herbert Stothart
8482,The Picture of Dorian Gray,1945.0,"Angela Lansbury, Donna Reed, George Sanders, Hurd Hatfield, Peter Lawford, Cedric Hardwicke, Reginald Owen, Richard Fraser, Mary Forbes, Douglas N. Walton, Douglas Walton",United States of America,Albert Lewin,Pandro S. Berman,"Metro-Goldwyn-Mayer, Netflix",Ferris Webster,Albert Lewin,Herbert Stothart
8485,Samsara,2001.0,"Jampa Kalsang Tamang, Shawn Ku, Christy Chung","Italy, Switzerland, Germany, France, India",Pan Nalin,Domenico Procacci,Fandango,Isabel Meier,Pan Nalin,Cyril Morin
84855,Desert Flower,2009.0,"Liya Kebede, Sally Hawkins, Meera Syal, Juliet Stevenson, Timothy Spall, Anthony Mackie, Elli, Prashant Prabhakar, Craig Parkinson, Teresa Churcher, Chris Wilson","France, United Kingdom, Germany, Austria",Sherry Hormann,Peter Herrmann,Netflix,Clara Fabry,Sherry Hormann,Martin Todsharow
8486,Bachelor Mother,1939.0,"Ginger Rogers, David Niven, Charles Coburn, Estelle Taylor, E. E. Clive, Ernest Truex, Dorothy Adams, Frank Albertson, Jean De Briac, Dennie Moore, Horace McMahon, Ferike Boros",United States of America,Garson Kanin,Buddy DeSylva,RKO Pictures,Henry Berman,Norman Krasna,Roy Webb
8487,Please Don't Eat the Daisies,1960.0,"David Niven, Spring Byington, Doris Day, Margaret Lindsay, John Harding, 1st Baron Harding of Petherton, Janis Paige, Patsy Kelly, Jack Weston, Richard Haydn, Stanley Livingston, Peter Leeds, Carmen Phillips",United States of America,Charles Walters,Joe Pasternak,Metro-Goldwyn-Mayer,"John McSweeney, Jr.",Isobel Lennart,David Rose
84884,Die Feuerzangenbowle,1944.0,"Heinz Rühmann, Hans Richter, Paul Henckels, Karl Etlinger, Erich Ponto, Georg H. Schnell, Max Gülstorff, Clemens Hasse, Margarete Schön, Hans Leibelt, Albert Florath, Hedwig Wangel, Anneliese Würtz, Karin Himboldt, Egon Vogel, Ewald Wenck, Georg-Michael Wagner, Georg Vogelsang, Hilde Sessak, Lutz Götz, Rudi Schippel, Walter Werner",Germany,Helmut Weiss,Heinz Rühmann,Universum Film AG,Helmuth Schönnenbeck,Heinrich Spoerl,Werner Bochmann
