ID	__name__	released	starring	originating from	directed by	produced by	distributed by	edited by	screenwriter	music by	probes_0	probes_1
82564	The Last of the Mohicans	1936	Heather Angel	United States of America	George B. Seitz	Edward Small	United Artists Corporation	Jack Dennis	John L. Balderston	Nathaniel Shilkret	The Last of the Mohicans is a movie, of the genre <mask>.	The Last of the Mohicans is a movie, released 1936, of the genre <mask>.
8257	Battleground	1949	John Mylong	United States of America	William A. Wellman	Dore Schary	Metro-Goldwyn-Mayer	John Dunning	Robert Pirosh	Lennie Hayton	Battleground is a movie, of the genre <mask>.	Battleground is a movie, released 1949, of the genre <mask>.
82584	The Great Waltz	1938	Luise Rainer	United States of America	Josef von Sternberg	Bernard H. Hyman	Metro-Goldwyn-Mayer	Tom Held	Walter Reisch	Johann Strauss II	The Great Waltz is a movie, of the genre <mask>.	The Great Waltz is a movie, released 1938, of the genre <mask>.
82589	Mother and Child	2009	Samuel L. Jackson	United States of America	Rodrigo García	Alejandro González Iñárritu	Netflix	Steven Weisberg	Rodrigo García	Edward Shearmur	Mother and Child is a movie, of the genre <mask>.	Mother and Child is a movie, released 2009, of the genre <mask>.
82597	The Catered Affair	1956	Rod Taylor	United States of America	Richard Brooks	Sam Zimbalist	Metro-Goldwyn-Mayer	Gene Ruggiero	Paddy Chayefsky	André Previn	The Catered Affair is a movie, of the genre <mask>.	The Catered Affair is a movie, released 1956, of the genre <mask>.
8262	The Green Pastures	1936	Rex Ingram	United States of America	William Keighley	Jack Warner	Warner Bros.	Hal Mohr	Marc Connelly	Erich Wolfgang Korngold	The Green Pastures is a movie, of the genre <mask>.	The Green Pastures is a movie, released 1936, of the genre <mask>.
8263	Take Me Out to the Ball Game	1949	Frank Sinatra	United States of America	Busby Berkeley	Arthur Freed	Metro-Goldwyn-Mayer	Blanche Sewell	George Wells	Roger Edens	Take Me Out to the Ball Game is a movie, of the genre <mask>.	Take Me Out to the Ball Game is a movie, released 1949, of the genre <mask>.
82667	I Saw the Devil	2010	Choi Min-sik	South Korea	Kim Ji-woon	Kim Hyeon-Woo	SHOWBOX Co.	Nam Na-yeong	Park Hoon-jung	Mowg	I Saw the Devil is a movie, of the genre <mask>.	I Saw the Devil is a movie, released 2010, of the genre <mask>.
8267	Signs of Life	1968	Werner Herzog	Germany	Werner Herzog	Werner Herzog	Netflix	Beate Mainka-Jellinghaus	Werner Herzog	Stavros Xarchakos	Signs of Life is a movie, of the genre <mask>.	Signs of Life is a movie, released 1968, of the genre <mask>.
82678	The Breach	1970	Claude Chabrol	Italy	Claude Chabrol	André Génovès	Netflix	Jacques Gaillard	Claude Chabrol	Pierre Jansen	The Breach is a movie, of the genre <mask>.	The Breach is a movie, released 1970, of the genre <mask>.
8268	Point of No Return	1993	Richard Romanus	United States of America	John Badham	D.J. Caruso	Warner Bros.	Frank Morriss	Luc Besson	Hans Zimmer	Point of No Return is a movie, of the genre <mask>.	Point of No Return is a movie, released 1993, of the genre <mask>.
82682	Mickey One	1965	Hurd Hatfield	United States of America	Arthur Penn	Arthur Penn	Vudu	Aram Avakian	Alan Surgal	Eddie Sauter	Mickey One is a movie, of the genre <mask>.	Mickey One is a movie, released 1965, of the genre <mask>.
8270	The Hairdresser's Husband	1990	Jean Rochefort	France	Patrice Leconte	Thierry de Ganay	Netflix	Joëlle Hache	Patrice Leconte	Michael Nyman	The Hairdresser's Husband is a movie, of the genre <mask>.	The Hairdresser's Husband is a movie, released 1990, of the genre <mask>.
82705	The Desert of the Tartars	1976	Jean-Louis Trintignant	Italy	Valerio Zurlini	Jacques Perrin	Filmverlag der Autoren	Franco Arcalli	Valerio Zurlini	Ennio Morricone	The Desert of the Tartars is a movie, of the genre <mask>.	The Desert of the Tartars is a movie, released 1976, of the genre <mask>.
8272	Cromwell	1970	Timothy Dalton	United States of America	Ken Hughes	Irving Allen	Columbia Pictures	Bill Lenny	Ronald Harwood	Frank Cordell	Cromwell is a movie, of the genre <mask>.	Cromwell is a movie, released 1970, of the genre <mask>.
8273	Jamón Jamón	1992	Penélope Cruz	Spain	Bigas Luna	Andrés Vicente Gómez	Filmauro	Teresa Font	Bigas Luna	Nicola Piovani	Jamón Jamón is a movie, of the genre <mask>.	Jamón Jamón is a movie, released 1992, of the genre <mask>.
82767	Rabbit Hole	2010	Nicole Kidman	United States of America	John Cameron Mitchell	Nicole Kidman	Lionsgate	Joe Klotz	David Lindsay-Abaire	Anton Sanko	Rabbit Hole is a movie, of the genre <mask>.	Rabbit Hole is a movie, released 2010, of the genre <mask>.
828	The Adventures of Pinocchio	1996	Udo Kier	United States of America	Steve Barron	Samuel Hadida	New Line Cinema	Sean Barton	Steve Barron	Rachel Portman	The Adventures of Pinocchio is a movie, of the genre <mask>.	The Adventures of Pinocchio is a movie, released 1996, of the genre <mask>.
82848	One Week	1920	Buster Keaton	United States of America	Buster Keaton	Joseph M. Schenck	Metro Pictures	Buster Keaton	Buster Keaton	Irving Berlin	One Week is a movie, of the genre <mask>.	One Week is a movie, released 1920, of the genre <mask>.
82852	Little Fockers	2010	Barbra Streisand	United States of America	Paul Weitz	Robert De Niro	Universal Pictures	Greg Hayden	John Hamburg	Stephen Trask	Little Fockers is a movie, of the genre <mask>.	Little Fockers is a movie, released 2010, of the genre <mask>.
82854	Gulliver's Travels	2010	Rila Fukushima	United States of America	Rob Letterman	Jack Black	InterCom	Dean Zimmerman	Nicholas Stoller	Henry Jackman	Gulliver's Travels is a movie, of the genre <mask>.	Gulliver's Travels is a movie, released 2010, of the genre <mask>.
829	Joe's Apartment	1996	Moby	United States of America	John Payson	Griffin Dunne	Netflix	Peter C. Frank	John Payson	Carter Burwell	Joe's Apartment is a movie, of the genre <mask>.	Joe's Apartment is a movie, released 1996, of the genre <mask>.
82909	Take the High Ground!	1953	Karl Malden	United States of America	Richard Brooks	Dore Schary	Metro-Goldwyn-Mayer	John Dunning	Millard Kaufman	Dimitri Tiomkin	Take the High Ground! is a movie, of the genre <mask>.	Take the High Ground! is a movie, released 1953, of the genre <mask>.
8291	Ten Little Indians	1965	Daliah Lavi	United Kingdom	George Pollock	Harry Alan Towers	Associated British Picture Corporation	Peter Boita	Harry Alan Towers	Malcolm Lockyer	Ten Little Indians is a movie, of the genre <mask>.	Ten Little Indians is a movie, released 1965, of the genre <mask>.
82911	The Cowboy and the Lady	1938	Gary Cooper	United States of America	William Wyler	Samuel Goldwyn	United Artists Corporation	Sherman Todd	Leo McCarey	Alfred Newman	The Cowboy and the Lady is a movie, of the genre <mask>.	The Cowboy and the Lady is a movie, released 1938, of the genre <mask>.
82920	Thirst	1949	Ingmar Bergman	Sweden	Ingmar Bergman	Helge Hagerman	Netflix	Oscar Rosander	Herbert Grevenius	Erik Nordgren	Thirst is a movie, of the genre <mask>.	Thirst is a movie, released 1949, of the genre <mask>.
8294	The Swan	1956	Grace Kelly	United States of America	Charles Vidor	Dore Schary	Metro-Goldwyn-Mayer	John Dunning	Ferenc Molnár	Bronisław Kaper	The Swan is a movie, of the genre <mask>.	The Swan is a movie, released 1956, of the genre <mask>.
8295	The Most Dangerous Game	1932	Robert Armstrong	United States of America	Ernest B. Schoedsack	David O. Selznick	RKO Pictures	Archie Marshek	James Ashmore Creelman	Max Steiner	The Most Dangerous Game is a movie, of the genre <mask>.	The Most Dangerous Game is a movie, released 1932, of the genre <mask>.
82982	Primrose Path	1940	Ginger Rogers	United States of America	Gregory La Cava	Gregory La Cava	RKO Pictures	William Hamilton	Gregory La Cava	Werner R. Heymann	Primrose Path is a movie, of the genre <mask>.	Primrose Path is a movie, released 1940, of the genre <mask>.
82984	Mission to Moscow	1943	Adolf Hitler	United States of America	Michael Curtiz	Robert Buckner	Warner Bros.	Owen Marks	Howard Koch	Max Steiner	Mission to Moscow is a movie, of the genre <mask>.	Mission to Moscow is a movie, released 1943, of the genre <mask>.
830	The First Wives Club	1996	Sarah Jessica Parker	United States of America	Hugh Wilson	Scott Rudin	Paramount Pictures	John Bloom	Olivia Goldsmith	Marc Shaiman	The First Wives Club is a movie, of the genre <mask>.	The First Wives Club is a movie, released 1996, of the genre <mask>.
8302	The Front Page	1931	Clark Gable	United States of America	Lewis Milestone	Howard Hughes	United Artists Corporation	W. Duncan Mansfield	Charles Lederer	Ernö Rapée	The Front Page is a movie, of the genre <mask>.	The Front Page is a movie, released 1931, of the genre <mask>.
83056	Topper Takes a Trip	1938	Cary Grant	United States of America	Norman Z. McLeod	Hal Roach	United Artists Corporation	William H. Terhune	Thorne Smith	Hugo Friedhofer	Topper Takes a Trip is a movie, of the genre <mask>.	Topper Takes a Trip is a movie, released 1938, of the genre <mask>.
83071	The North Star	1943	Erich von Stroheim	United States of America	Lewis Milestone	Samuel Goldwyn	RKO Pictures	Daniel Mandell	Lillian Hellman	Aaron Copland	The North Star is a movie, of the genre <mask>.	The North Star is a movie, released 1943, of the genre <mask>.
83082	Mao's Last Dancer	2009	Bruce Greenwood	Australia	Bruce Beresford	Jane Scott	Netflix	Mark Warner	Jan Sardi	Christopher Gordon	Mao's Last Dancer is a movie, of the genre <mask>.	Mao's Last Dancer is a movie, released 2009, of the genre <mask>.
83086	Burlesque	2010	Christina Aguilera	United States of America	Steve Antin	Donald De Line	InterCom	Virginia Katz	Diablo Cody	Christophe Beck	Burlesque is a movie, of the genre <mask>.	Burlesque is a movie, released 2010, of the genre <mask>.
83115	The Polar Bear King	1991	Tobias Hoesl	Norway	Ola Solum	Hilde Berg	SF Norge	Yngve Refseth	Erik Borge	Bent Åserud	The Polar Bear King is a movie, of the genre <mask>.	The Polar Bear King is a movie, released 1991, of the genre <mask>.
83177	Yogi Bear	2010	Anna Faris	United States of America	Eric Brevig	Donald De Line	Warner Bros.	Kent Beyda	Jennifer Ventimilia	John Debney	Yogi Bear is a movie, of the genre <mask>.	Yogi Bear is a movie, released 2010, of the genre <mask>.
83186	Django Kill	1967	Antonio Pica	Spain	Giulio Questi	Giulio Questi	Netflix	Franco Arcalli	Giulio Questi	Ivan Vandor	Django Kill is a movie, of the genre <mask>.	Django Kill is a movie, released 1967, of the genre <mask>.
83189	Merrill's Marauders	1962	Charles James Briggs	United States of America	Samuel Fuller	Milton Sperling	Warner Bros.	Folmar Blangsted	Samuel Fuller	Howard Jackson	Merrill's Marauders is a movie, of the genre <mask>.	Merrill's Marauders is a movie, released 1962, of the genre <mask>.
832	Ransom	1996	Lili Taylor	United States of America	Ron Howard	Brian Grazer	InterCom	Daniel P. Hanley	Richard Price	James Horner	Ransom is a movie, of the genre <mask>.	Ransom is a movie, released 1996, of the genre <mask>.
83244	It's Not Me, I Swear!	2008	Évelyne Rompré	Canada	Philippe Falardeau	Luc Déry	Netflix	Frédérique Broos	Philippe Falardeau	Patrick Watson	It's Not Me, I Swear! is a movie, of the genre <mask>.	It's Not Me, I Swear! is a movie, released 2008, of the genre <mask>.
83246	Navajo Joe	1966	Burt Reynolds	Italy	Sergio Corbucci	Dino De Laurentiis	United Artists Corporation	Alberto Gallitti	Fernando Di Leo	Ennio Morricone	Navajo Joe is a movie, of the genre <mask>.	Navajo Joe is a movie, released 1966, of the genre <mask>.
83264	Band Baaja Baaraat	2010	Anushka Sharma	India	Maneesh Sharma	Aditya Chopra	Netflix	Namrata Rao	Habib Faisal	Salim-Sulaiman	Band Baaja Baaraat is a movie, of the genre <mask>.	Band Baaja Baaraat is a movie, released 2010, of the genre <mask>.
8327	Dolls	2002	Kyoko Fukada	Japan	Takeshi Kitano	Masayuki Mori	Shochiku	Takeshi Kitano	Takeshi Kitano	Joe Hisaishi	Dolls is a movie, of the genre <mask>.	Dolls is a movie, released 2002, of the genre <mask>.
83277	Last Days of Mussolini	1974	Adolf Hitler	Italy	Carlo Lizzani	Enzo Peri	Netflix	Franco Fraticelli	Carlo Lizzani	Ennio Morricone	Last Days of Mussolini is a movie, of the genre <mask>.	Last Days of Mussolini is a movie, released 1974, of the genre <mask>.
8329	Three Came Home	1950	Claudette Colbert	United States of America	Jean Negulesco	Darryl F. Zanuck	20th Century Studios	Dorothy Spencer	Nunnally Johnson	Hugo Friedhofer	Three Came Home is a movie, of the genre <mask>.	Three Came Home is a movie, released 1950, of the genre <mask>.
83302	Last Night	2010	Sam Worthington	United States of America	Massy Tadjedin	Massy Tadjedin	Netflix	Susan E. Morse	Massy Tadjedin	Clint Mansell	Last Night is a movie, of the genre <mask>.	Last Night is a movie, released 2010, of the genre <mask>.
8332	Sunday, Bloody Sunday	1971	Glenda Jackson	United Kingdom	John Schlesinger	Joseph Janni	United Artists Corporation	Richard Marden	David Sherwin	Ron Geesin	Sunday, Bloody Sunday is a movie, of the genre <mask>.	Sunday, Bloody Sunday is a movie, released 1971, of the genre <mask>.
8334	The Cowboys	1972	John Wayne	United States of America	Harriet Frank Jr.	Harriet Frank Jr.	Warner Bros.	Neil Travis	Harriet Frank Jr.	John Williams	The Cowboys is a movie, of the genre <mask>.	The Cowboys is a movie, released 1972, of the genre <mask>.
83349	The Green Hornet	2011	Cameron Diaz	United States of America	Michel Gondry	Neal H. Moritz	Netflix	Michael Tronick	Seth Rogen	James Newton Howard	The Green Hornet is a movie, of the genre <mask>.	The Green Hornet is a movie, released 2011, of the genre <mask>.
8335	Make Way for Tomorrow	1937	Gene Morgan	United States of America	Leo McCarey	Leo McCarey	Paramount Pictures	LeRoy Stone	Viña Delmar	George Antheil	Make Way for Tomorrow is a movie, of the genre <mask>.	Make Way for Tomorrow is a movie, released 1937, of the genre <mask>.
83357	A Gathering of Eagles	1963	Louise Fletcher	United States of America	Delbert Mann	Sy Bartlett	Universal Pictures	Russell F. Schoengarth	Robert Pirosh	Jerry Goldsmith	A Gathering of Eagles is a movie, of the genre <mask>.	A Gathering of Eagles is a movie, released 1963, of the genre <mask>.
8336	The Major and the Minor	1942	Ginger Rogers	United States of America	Billy Wilder	Arthur Hornblow	Paramount Pictures	Doane Harrison	Billy Wilder	Robert E. Dolan	The Major and the Minor is a movie, of the genre <mask>.	The Major and the Minor is a movie, released 1942, of the genre <mask>.
83369	The Way Back	2010	Ed Harris	United States of America	Peter Weir	Peter Weir	Netflix	Lee Smith	Peter Weir	Burkhard Dallwitz	The Way Back is a movie, of the genre <mask>.	The Way Back is a movie, released 2010, of the genre <mask>.
8337	The Caine Mutiny	1954	Humphrey Bogart	United States of America	Edward Dmytryk	Stanley Kramer	Columbia Pictures	Henry Batista	Herman Wouk	Max Steiner	The Caine Mutiny is a movie, of the genre <mask>.	The Caine Mutiny is a movie, released 1954, of the genre <mask>.
8338	Black Narcissus	1947	Deborah Kerr	United Kingdom	Emeric Pressburger	Emeric Pressburger	Netflix	Reginald Mills	Emeric Pressburger	Brian Easdale	Black Narcissus is a movie, of the genre <mask>.	Black Narcissus is a movie, released 1947, of the genre <mask>.
83381	Seven Thieves	1960	Eli Wallach	United States of America	Henry Hathaway	Sydney Boehm	20th Century Studios	Dorothy Spencer	Sydney Boehm	Dominic Frontiere	Seven Thieves is a movie, of the genre <mask>.	Seven Thieves is a movie, released 1960, of the genre <mask>.
8339	H.M.S. Defiant	1962	Alec Guinness	United Kingdom	Lewis Gilbert	John Knatchbull	Columbia Pictures	Peter R. Hunt	Nigel Kneale	Clifton Parker	H.M.S. Defiant is a movie, of the genre <mask>.	H.M.S. Defiant is a movie, released 1962, of the genre <mask>.
8340	Escape from Alcatraz	1979	Clint Eastwood	United States of America	Don Siegel	Don Siegel	Cinema International Corporation	Ferris Webster	Richard Tuggle	Jerry Fielding	Escape from Alcatraz is a movie, of the genre <mask>.	Escape from Alcatraz is a movie, released 1979, of the genre <mask>.
8341	Oliver Twist	1948	Josephine Stuart	United Kingdom	David Lean	Ronald Neame	Netflix	Jack Harris	David Lean	Arnold Bax	Oliver Twist is a movie, of the genre <mask>.	Oliver Twist is a movie, released 1948, of the genre <mask>.
83424	Ghajini	2008	Aamir Khan	India	A. R. Murugadoss	Allu Aravind	Netflix	Anthony	A. R. Murugadoss	A. R. Rahman	Ghajini is a movie, of the genre <mask>.	Ghajini is a movie, released 2008, of the genre <mask>.
83435	A Hatful of Rain	1957	Eva Marie Saint	United States of America	Fred Zinnemann	20th Century Studios	20th Century Studios	Dorothy Spencer	Michael V. Gazzo	Bernard Herrmann	A Hatful of Rain is a movie, of the genre <mask>.	A Hatful of Rain is a movie, released 1957, of the genre <mask>.
